Property ID,Address,Postal_Code,Property_Type,Sale Type,Sale Date,Price,Total Sales,City,Floor_Count,Heating_Type,Link,Living_Area,Roof_Type,Rooms,URL,Wall_Material,Weighted_Area
bindesboellsvej-8-2920-charlottenlund-01570058___8_______,Bindesbøllsvej 8,2920,Villa,Tvangsauktion,18-04-2018,13750000.0,3,Charlottenlund,1.0,Centralvarme med én fyringsenhed,/adresse/bindesboellsvej-8-2920-charlottenlund-01570058___8_______,300.0,Tegl,8.0,https://www.boligsiden.dk/adresse/bindesboellsvej-8-2920-charlottenlund-01570058___8_______,Mursten,386
frederiksdalsvej-194-1-2830-virum-01730229_194__1____,"Frederiksdalsvej 194, 1.",2830,Villalejlighed,Tvangsauktion,04-04-2018,2337280.0,3,,,,,,,,,,
kallerupvej-35-2640-hedehusene-01693627__35_______,Kallerupvej 35,2640,Villa,Tvangsauktion,13-02-2018,780000.0,2,Hedehusene,1.0,Centralvarme med én fyringsenhed,/adresse/kallerupvej-35-2640-hedehusene-01693627__35_______,80.0,Fibercement herunder asbest,4.0,https://www.boligsiden.dk/adresse/kallerupvej-35-2640-hedehusene-01693627__35_______,Letbetonsten,95.75
viggo-rothes-vej-13-2920-charlottenlund-01570936__13_______,Viggo Rothes Vej 13,2920,Villa,Tvangsauktion,09-01-2018,20300000.0,3,Charlottenlund,2.0,Fjernvarme/blokvarme,/adresse/viggo-rothes-vej-13-2920-charlottenlund-01570936__13_______,274.0,Fibercement herunder asbest,7.0,https://www.boligsiden.dk/adresse/viggo-rothes-vej-13-2920-charlottenlund-01570936__13_______,Mursten,340.9
robinievej-60-2620-albertslund-01650387__60_______,Robinievej 60,2620,Rækkehus,Tvangsauktion,09-01-2018,2695000.0,2,Albertslund,2.0,Fjernvarme/blokvarme,/adresse/robinievej-60-2620-albertslund-01650387__60_______,110.0,Tagpap med stor hældning,4.0,https://www.boligsiden.dk/adresse/robinievej-60-2620-albertslund-01650387__60_______,Mursten,111.25
gammelgaards-alle-27-2-26-2665-vallensbaek-strand-01871704__27__2__26,"Gammelgårds Alle 27, 2. 26.",2665,Ejerlejlighed,Tvangsauktion,06-12-2017,1551000.0,3,Vallensbæk Strand,1,Fjernvarme/blokvarme,/adresse/gammelgaards-alle-27-2-26-2665-vallensbaek-strand-01871704__27__2__26,88.0,Tagpap med lille hældning,3.0,https://www.boligsiden.dk/adresse/gammelgaards-alle-27-2-26-2665-vallensbaek-strand-01871704__27__2__26,Betonelementer,Ikke oplyst
birkevang-40-2640-hedehusene-01690430__40_______,Birkevang 40,2640,Villa,Tvangsauktion,05-12-2017,1857000.0,3,Hedehusene,1.0,Centralvarme med én fyringsenhed,/adresse/birkevang-40-2640-hedehusene-01690430__40_______,98.0,Fibercement herunder asbest,4.0,https://www.boligsiden.dk/adresse/birkevang-40-2640-hedehusene-01690430__40_______,Mursten,110
batterivej-1-2860-soeborg-01590055___1_______,Batterivej 1,2860,Villa,Tvangsauktion,10-10-2017,3050000.0,3,Søborg,1.0,Centralvarme med én fyringsenhed,/adresse/batterivej-1-2860-soeborg-01590055___1_______,100.0,Tegl,4.0,https://www.boligsiden.dk/adresse/batterivej-1-2860-soeborg-01590055___1_______,Mursten,134.15
froehaven-28-2630-taastrup-01691908__28_______,Frøhaven 28,2630,Villa,Tvangsauktion,17-05-2017,2907000.0,1,Taastrup,1.0,Fjernvarme/blokvarme,/adresse/froehaven-28-2630-taastrup-01691908__28_______,184.0,Betontagsten,7.0,https://www.boligsiden.dk/adresse/froehaven-28-2630-taastrup-01691908__28_______,Træ,183.8
almeengen-3-2740-skovlunde-01510507___3_______,Almeengen 3,2740,Villa,Tvangsauktion,16-05-2017,3495000.0,2,Skovlunde,1.0,Centralvarme med én fyringsenhed,/adresse/almeengen-3-2740-skovlunde-01510507___3_______,141.0,Fibercement herunder asbest,4.0,https://www.boligsiden.dk/adresse/almeengen-3-2740-skovlunde-01510507___3_______,Mursten,153.25
klovtofteparken-12-2630-taastrup-01693871__12_______,Klovtofteparken 12,2630,Rækkehus,Tvangsauktion,18-04-2017,2100000.0,3,Taastrup,1.0,Fjernvarme/blokvarme,/adresse/klovtofteparken-12-2630-taastrup-01693871__12_______,118.0,Betontagsten,5.0,https://www.boligsiden.dk/adresse/klovtofteparken-12-2630-taastrup-01693871__12_______,Mursten,139.2
ulborgvej-16-2760-maaloev-01510807__16_______,Ulborgvej 16,2760,Villa,Tvangsauktion,18-04-2017,1973400.0,2,Måløv,1.0,Centralvarme med én fyringsenhed,/adresse/ulborgvej-16-2760-maaloev-01510807__16_______,189.0,Tagpap med stor hældning,7.0,https://www.boligsiden.dk/adresse/ulborgvej-16-2760-maaloev-01510807__16_______,Mursten,195.4
pileskovvej-13-2635-ishoej-01830560__13_______,Pileskovvej 13,2635,Villa,Tvangsauktion,31-03-2017,2768300.0,2,Ishøj,1.0,Centralvarme med én fyringsenhed,/adresse/pileskovvej-13-2635-ishoej-01830560__13_______,179.0,Fibercement herunder asbest,3.0,https://www.boligsiden.dk/adresse/pileskovvej-13-2635-ishoej-01830560__13_______,Mursten,181.3
skovvej-7-2750-ballerup-01510309___7_______,Skovvej 7,2750,Villa,Tvangsauktion,21-03-2017,2674063.0,2,Ballerup,1.0,Centralvarme med én fyringsenhed,/adresse/skovvej-7-2750-ballerup-01510309___7_______,222.0,Tegl,6.0,https://www.boligsiden.dk/adresse/skovvej-7-2750-ballerup-01510309___7_______,Mursten,240.9
groennevej-42-2830-virum-01730302__42_______,Grønnevej 42,2830,Rækkehus,Tvangsauktion,01-03-2017,6600000.0,1,Virum,2.0,Centralvarme med én fyringsenhed,/adresse/groennevej-42-2830-virum-01730302__42_______,150.0,Tagpap med stor hældning,5.0,https://www.boligsiden.dk/adresse/groennevej-42-2830-virum-01730302__42_______,Mursten,180
lundtoftevej-293-0-tv-2800-kongens-lyngby-01730527_293_st__tv,"Lundtoftevej 293, st. tv.",2800,Ejerlejlighed,Tvangsauktion,01-03-2017,5028400.0,2,Kongens Lyngby,1,Centralvarme med én fyringsenhed,/adresse/lundtoftevej-293-0-tv-2800-kongens-lyngby-01730527_293_st__tv,222.0,Tagpap med stor hældning,6.0,https://www.boligsiden.dk/adresse/lundtoftevej-293-0-tv-2800-kongens-lyngby-01730527_293_st__tv,Mursten,Ikke oplyst
saksen-d-2-0-1-2630-taastrup-01696642___2_st___1,"Saksen D 2, st. 1.",2630,Ejerlejlighed,Tvangsauktion,21-02-2017,1316296.0,3,Taastrup,1,Fjernvarme/blokvarme,/adresse/saksen-d-2-0-1-2630-taastrup-01696642___2_st___1,85.0,Tagpap med lille hældning,3.0,https://www.boligsiden.dk/adresse/saksen-d-2-0-1-2630-taastrup-01696642___2_st___1,Betonelementer,Ikke oplyst
smedevaenget-28-2640-hedehusene-01697065__28_______,Smedevænget 28,2640,Villa,Tvangsauktion,18-01-2017,2631275.0,3,,,,,,,,,,
ordrupvej-37a-1-th-2920-charlottenlund-01570622_37a__1__th,"Ordrupvej 37A, 1. th.",2920,Ejerlejlighed,Tvangsauktion,18-01-2017,1234835.0,2,Charlottenlund,1,Fjernvarme/blokvarme,/adresse/ordrupvej-37a-1-th-2920-charlottenlund-01570622_37a__1__th,53.0,Tagpap med stor hældning,2.0,https://www.boligsiden.dk/adresse/ordrupvej-37a-1-th-2920-charlottenlund-01570622_37a__1__th,Mursten,Ikke oplyst
vangede-bygade-103-0-tv-2820-gentofte-01570903_103_st__tv,"Vangede Bygade 103, st. tv.",2820,Ejerlejlighed,Tvangsauktion,04-01-2017,1131800.0,3,Gentofte,1,Fjernvarme/blokvarme,/adresse/vangede-bygade-103-0-tv-2820-gentofte-01570903_103_st__tv,62.0,Tegl,2.0,https://www.boligsiden.dk/adresse/vangede-bygade-103-0-tv-2820-gentofte-01570903_103_st__tv,Mursten,Ikke oplyst
moerkager-53-2620-albertslund-01650329__53_______,Mørkager 53,2620,Villa,Tvangsauktion,03-01-2017,3450000.0,2,Albertslund,1.0,Fjernvarme/blokvarme,/adresse/moerkager-53-2620-albertslund-01650329__53_______,129.0,Fibercement herunder asbest,5.0,https://www.boligsiden.dk/adresse/moerkager-53-2620-albertslund-01650329__53_______,Mursten,166.65
fyrmestervej-16-2660-broendby-strand-01530168__16_______,Fyrmestervej 16,2660,Villa,Tvangsauktion,25-10-2016,2134000.0,2,Brøndby Strand,1.0,Centralvarme med én fyringsenhed,/adresse/fyrmestervej-16-2660-broendby-strand-01530168__16_______,122.0,Fibercement herunder asbest,4.0,https://www.boligsiden.dk/adresse/fyrmestervej-16-2660-broendby-strand-01530168__16_______,Mursten,125.3
baekgaardsvej-6-2640-hedehusene-01690974___6_______,Bækgårdsvej 6,2640,Villa,Tvangsauktion,15-10-2016,1100000.0,2,,,,,,,,,,
stengaards-alle-6-0-1-2800-kongens-lyngby-01730776___6_st___1,"Stengårds Alle 6, st. 1.",2800,Ejerlejlighed,Tvangsauktion,30-09-2016,699310.0,3,Kongens Lyngby,1,Centralvarme med én fyringsenhed,/adresse/stengaards-alle-6-0-1-2800-kongens-lyngby-01730776___6_st___1,41.0,Fibercement herunder asbest,1.0,https://www.boligsiden.dk/adresse/stengaards-alle-6-0-1-2800-kongens-lyngby-01730776___6_st___1,Mursten,Ikke oplyst
hollandsvej-21-1-tv-2800-kongens-lyngby-01730344__21__1__tv,"Hollandsvej 21, 1. tv.",2800,Ejerlejlighed,Tvangsauktion,06-07-2016,1186385.0,3,Kongens Lyngby,1,Fjernvarme/blokvarme,/adresse/hollandsvej-21-1-tv-2800-kongens-lyngby-01730344__21__1__tv,55.0,Tegl,2.0,https://www.boligsiden.dk/adresse/hollandsvej-21-1-tv-2800-kongens-lyngby-01730344__21__1__tv,Mursten,Ikke oplyst
i.h.mundts-vej-24-2830-virum-01730375__24_______,I.H.Mundts Vej 24,2830,Villa,Tvangsauktion,15-06-2016,5500000.0,3,,,,,,,,,,
i.h.mundts-vej-24-2830-virum-01730375__24_______,I.H.Mundts Vej 24,2830,Villa,Tvangsauktion,15-06-2016,5500000.0,3,,,,,,,,,,
ellebaekvej-68-0-tv-2820-gentofte-01570177__68_st__tv,"Ellebækvej 68, st. tv.",2820,Ejerlejlighed,Tvangsauktion,18-05-2016,1245000.0,3,Gentofte,1,Fjernvarme/blokvarme,/adresse/ellebaekvej-68-0-tv-2820-gentofte-01570177__68_st__tv,55.0,Fibercement herunder asbest,2.0,https://www.boligsiden.dk/adresse/ellebaekvej-68-0-tv-2820-gentofte-01570177__68_st__tv,Mursten,Ikke oplyst
vejledalen-362-2635-ishoej-01830854_362_______,Vejledalen 362,2635,Rækkehus,Tvangsauktion,10-05-2016,1695000.0,3,Ishøj,2.0,Fjernvarme/blokvarme,/adresse/vejledalen-362-2635-ishoej-01830854_362_______,101.0,Betontagsten,4.0,https://www.boligsiden.dk/adresse/vejledalen-362-2635-ishoej-01830854_362_______,Træ,98.5
vejledalen-362-2635-ishoej-01830854_362_______,Vejledalen 362,2635,Rækkehus,Tvangsauktion,29-03-1993,195000.0,3,Ishøj,2.0,Fjernvarme/blokvarme,/adresse/vejledalen-362-2635-ishoej-01830854_362_______,101.0,Betontagsten,4.0,https://www.boligsiden.dk/adresse/vejledalen-362-2635-ishoej-01830854_362_______,Træ,98.5
leen-a-3-3-1-2630-taastrup-01694314___3__3___1,"Leen A 3, 3. 1.",2630,Ejerlejlighed,Tvangsauktion,11-04-2016,550000.0,2,Taastrup,1,Fjernvarme/blokvarme,/adresse/leen-a-3-3-1-2630-taastrup-01694314___3__3___1,35.0,Tagpap med lille hældning,1.0,https://www.boligsiden.dk/adresse/leen-a-3-3-1-2630-taastrup-01694314___3__3___1,Betonelementer,Ikke oplyst
ordrupvej-75a-1-th-2920-charlottenlund-01570622_75a__1__th,"Ordrupvej 75A, 1. th.",2920,Ejerlejlighed,Tvangsauktion,06-04-2016,975000.0,3,Charlottenlund,1,Fjernvarme/blokvarme,/adresse/ordrupvej-75a-1-th-2920-charlottenlund-01570622_75a__1__th,63.0,Tegl,2.0,https://www.boligsiden.dk/adresse/ordrupvej-75a-1-th-2920-charlottenlund-01570622_75a__1__th,Mursten,Ikke oplyst
lille-strandvej-5-2900-hellerup-01570510___5_______,Lille Strandvej 5,2900,Villa,Tvangsauktion,09-03-2016,6000000.0,3,Hellerup,1.0,Fjernvarme/blokvarme,/adresse/lille-strandvej-5-2900-hellerup-01570510___5_______,216.0,Fibercement herunder asbest,6.0,https://www.boligsiden.dk/adresse/lille-strandvej-5-2900-hellerup-01570510___5_______,Mursten,267.4
roedovre-parkvej-229-1-2610-roedovre-01750702_229__1____,"Rødovre Parkvej 229, 1.",2610,Ejerlejlighed,Tvangsauktion,22-02-2016,1173000.0,3,Rødovre,1,Fjernvarme/blokvarme,/adresse/roedovre-parkvej-229-1-2610-roedovre-01750702_229__1____,61.0,Tagpap med stor hældning,2.0,https://www.boligsiden.dk/adresse/roedovre-parkvej-229-1-2610-roedovre-01750702_229__1____,Mursten,Ikke oplyst
roedovre-parkvej-229-1-2610-roedovre-01750702_229__1____,"Rødovre Parkvej 229, 1.",2610,Ejerlejlighed,Tvangsauktion,15-09-1998,362000.0,3,Rødovre,1,Fjernvarme/blokvarme,/adresse/roedovre-parkvej-229-1-2610-roedovre-01750702_229__1____,61.0,Tagpap med stor hældning,2.0,https://www.boligsiden.dk/adresse/roedovre-parkvej-229-1-2610-roedovre-01750702_229__1____,Mursten,Ikke oplyst
leen-b-2-3-1-2630-taastrup-01694316___2__3___1,"Leen B 2, 3. 1.",2630,Ejerlejlighed,Tvangsauktion,09-02-2016,534700.0,3,Taastrup,1,Fjernvarme/blokvarme,/adresse/leen-b-2-3-1-2630-taastrup-01694316___2__3___1,35.0,Tagpap med lille hældning,1.0,https://www.boligsiden.dk/adresse/leen-b-2-3-1-2630-taastrup-01694316___2__3___1,Betonelementer,Ikke oplyst
skelvej-10-2640-hedehusene-01696794__10_______,Skelvej 10,2640,Villa,Tvangsauktion,16-12-2015,1240000.0,3,Hedehusene,1.0,Fjernvarme/blokvarme,/adresse/skelvej-10-2640-hedehusene-01696794__10_______,107.0,Fibercement herunder asbest,4.0,https://www.boligsiden.dk/adresse/skelvej-10-2640-hedehusene-01696794__10_______,Letbetonsten,127
gammel-koege-landevej-220b-1-th-2650-hvidovre-01672807220b__1__th,"Gammel Køge Landevej 220B, 1. th.",2650,Ejerlejlighed,Tvangsauktion,15-12-2015,910000.0,2,Hvidovre,1,Centralvarme med én fyringsenhed,/adresse/gammel-koege-landevej-220b-1-th-2650-hvidovre-01672807220b__1__th,57.0,Fibercement herunder asbest,2.0,https://www.boligsiden.dk/adresse/gammel-koege-landevej-220b-1-th-2650-hvidovre-01672807220b__1__th,Mursten,Ikke oplyst
kratager-5-2620-albertslund-01650283___5_______,Kratager 5,2620,Villa,Tvangsauktion,25-11-2015,2241000.0,3,Albertslund,1.0,Fjernvarme/blokvarme,/adresse/kratager-5-2620-albertslund-01650283___5_______,171.0,Fibercement herunder asbest,6.0,https://www.boligsiden.dk/adresse/kratager-5-2620-albertslund-01650283___5_______,Mursten,175.15
sofielundsvej-19-2600-glostrup-01610427__19_______,Sofielundsvej 19,2600,Villa,Tvangsauktion,25-11-2015,3700000.0,2,Glostrup,1.0,Centralvarme med én fyringsenhed,/adresse/sofielundsvej-19-2600-glostrup-01610427__19_______,171.0,Tegl,6.0,https://www.boligsiden.dk/adresse/sofielundsvej-19-2600-glostrup-01610427__19_______,Mursten,197.2
bygaden-44-2605-broendby-01530096__44_______,Bygaden 44,2605,Villa,Tvangsauktion,23-11-2015,1518900.0,3,Brøndby,1.0,Fjernvarme/blokvarme,/adresse/bygaden-44-2605-broendby-01530096__44_______,90.0,Tegl,3.0,https://www.boligsiden.dk/adresse/bygaden-44-2605-broendby-01530096__44_______,Mursten,104.5
vejlebrovej-70-3-3-2635-ishoej-01830850__70__3___3,"Vejlebrovej 70, 3. 3.",2635,Ejerlejlighed,Tvangsauktion,16-11-2015,463500.0,3,Ishøj,1,Fjernvarme/blokvarme,/adresse/vejlebrovej-70-3-3-2635-ishoej-01830850__70__3___3,40.0,Tagpap med lille hældning,1.0,https://www.boligsiden.dk/adresse/vejlebrovej-70-3-3-2635-ishoej-01830850__70__3___3,Betonelementer,Ikke oplyst
ibstrupvej-7a-2820-gentofte-01570395__7a_______,Ibstrupvej 7A,2820,Villa,Tvangsauktion,04-11-2015,6425000.0,3,Gentofte,1.0,Centralvarme med én fyringsenhed,/adresse/ibstrupvej-7a-2820-gentofte-01570395__7a_______,170.0,Tegl,6.0,https://www.boligsiden.dk/adresse/ibstrupvej-7a-2820-gentofte-01570395__7a_______,Mursten,207.7
strandloebervej-10-2650-hvidovre-01678035__10_______,Strandløbervej 10,2650,Villa,Tvangsauktion,03-11-2015,2600000.0,3,Hvidovre,1.0,Centralvarme med én fyringsenhed,/adresse/strandloebervej-10-2650-hvidovre-01678035__10_______,77.0,Fibercement uden asbest,3.0,https://www.boligsiden.dk/adresse/strandloebervej-10-2650-hvidovre-01678035__10_______,Mursten,115
broager-4-2600-glostrup-01610603___4_______,Broager 4,2600,Villa,Tvangsauktion,02-11-2015,3575000.0,2,Glostrup,1.0,Centralvarme med én fyringsenhed,/adresse/broager-4-2600-glostrup-01610603___4_______,140.0,Betontagsten,4.0,https://www.boligsiden.dk/adresse/broager-4-2600-glostrup-01610603___4_______,Mursten,137.2
hyldager-8-2640-hedehusene-01693140___8_______,Hyldager 8,2640,Villa,Tvangsauktion,14-09-2015,1200000.0,1,Hedehusene,1.0,Fjernvarme/blokvarme,/adresse/hyldager-8-2640-hedehusene-01693140___8_______,135.0,Fibercement herunder asbest,4.0,https://www.boligsiden.dk/adresse/hyldager-8-2640-hedehusene-01693140___8_______,Mursten,147.5
vejlebrovej-85-2-146-2635-ishoej-01830850__85__2_146,"Vejlebrovej 85, 2. 146.",2635,Ejerlejlighed,Tvangsauktion,10-08-2015,835000.0,3,Ishøj,1,Fjernvarme/blokvarme,/adresse/vejlebrovej-85-2-146-2635-ishoej-01830850__85__2_146,51.0,Tagpap med lille hældning,2.0,https://www.boligsiden.dk/adresse/vejlebrovej-85-2-146-2635-ishoej-01830850__85__2_146,Mursten,Ikke oplyst
hovmarken-6-2640-hedehusene-01692900___6_______,Hovmarken 6,2640,Villa,Tvangsauktion,20-07-2015,1760000.0,2,Hedehusene,1.0,Centralvarme med én fyringsenhed,/adresse/hovmarken-6-2640-hedehusene-01692900___6_______,138.0,Fibercement herunder asbest,5.0,https://www.boligsiden.dk/adresse/hovmarken-6-2640-hedehusene-01692900___6_______,Mursten,153
vaerebrovej-65-2880-bagsvaerd-01590971__65_______,Værebrovej 65,2880,Villa,Tvangsauktion,15-07-2015,4630000.0,1,Bagsværd,1.0,Centralvarme med én fyringsenhed,/adresse/vaerebrovej-65-2880-bagsvaerd-01590971__65_______,247.0,Fibercement herunder asbest,6.0,https://www.boligsiden.dk/adresse/vaerebrovej-65-2880-bagsvaerd-01590971__65_______,Mursten,247.2
magnoliavej-27-2640-hedehusene-01694926__27_______,Magnoliavej 27,2640,Villa,Tvangsauktion,29-06-2015,1923139.0,3,,,,,,,,,,
helmsvej-6a-2880-bagsvaerd-01590302__6a_______,Helmsvej 6A,2880,Villa,Tvangsauktion,08-06-2015,4400000.0,2,Bagsværd,1.0,Centralvarme med én fyringsenhed,/adresse/helmsvej-6a-2880-bagsvaerd-01590302__6a_______,193.0,Tegl,6.0,https://www.boligsiden.dk/adresse/helmsvej-6a-2880-bagsvaerd-01590302__6a_______,Mursten,236.7
digterparken-14-2750-ballerup-01510080__14_______,Digterparken 14,2750,Villa,Tvangsauktion,08-06-2015,3475000.0,2,Ballerup,1.0,Centralvarme med én fyringsenhed,/adresse/digterparken-14-2750-ballerup-01510080__14_______,137.0,Fibercement herunder asbest,5.0,https://www.boligsiden.dk/adresse/digterparken-14-2750-ballerup-01510080__14_______,Mursten,166.05
magnoliavej-25-2640-hedehusene-01694926__25_______,Magnoliavej 25,2640,Villa,Tvangsauktion,01-06-2015,2193014.0,2,,,,,,,,,,
haekmosen-38-2730-herlev-01633594__38_______,Hækmosen 38,2730,Villa,Tvangsauktion,01-06-2015,2312500.0,3,Herlev,1.0,Varmepumpe,/adresse/haekmosen-38-2730-herlev-01633594__38_______,111.0,Fibercement herunder asbest,4.0,https://www.boligsiden.dk/adresse/haekmosen-38-2730-herlev-01633594__38_______,Mursten,117.75
kingosvej-8b-2630-taastrup-01693708__8b_______,Kingosvej 8B,2630,Rækkehus,Tvangsauktion,07-04-2015,1996000.0,2,Taastrup,2.0,Fjernvarme/blokvarme,/adresse/kingosvej-8b-2630-taastrup-01693708__8b_______,206.0,Tagpap med stor hældning,6.0,https://www.boligsiden.dk/adresse/kingosvej-8b-2630-taastrup-01693708__8b_______,Mursten,Ikke oplyst
roedager-alle-65-2-mf-2610-roedovre-01750699__65__2__mf,"Rødager Alle 65, 2. mf.",2610,Ejerlejlighed,Tvangsauktion,07-04-2015,500000.0,3,Rødovre,1,Fjernvarme/blokvarme,/adresse/roedager-alle-65-2-mf-2610-roedovre-01750699__65__2__mf,40.0,Fibercement herunder asbest,1.0,https://www.boligsiden.dk/adresse/roedager-alle-65-2-mf-2610-roedovre-01750699__65__2__mf,Mursten,Ikke oplyst
kratager-29-2620-albertslund-01650283__29_______,Kratager 29,2620,Villa,Tvangsauktion,04-03-2015,2089000.0,3,Albertslund,1.0,Fjernvarme/blokvarme,/adresse/kratager-29-2620-albertslund-01650283__29_______,200.0,Tegl,6.0,https://www.boligsiden.dk/adresse/kratager-29-2620-albertslund-01650283__29_______,Mursten,205.6
christoffers-alle-88a-1-th-2800-kongens-lyngby-01590111_88a__1__th,"Christoffers Alle 88A, 1. th.",2800,Ejerlejlighed,Tvangsauktion,18-02-2015,674000.0,3,Kongens Lyngby,1,Centralvarme med én fyringsenhed,/adresse/christoffers-alle-88a-1-th-2800-kongens-lyngby-01590111_88a__1__th,41.0,Metal,2.0,https://www.boligsiden.dk/adresse/christoffers-alle-88a-1-th-2800-kongens-lyngby-01590111_88a__1__th,Mursten,Ikke oplyst
elverhoejen-16-1-2730-herlev-01631477__16__1____,"Elverhøjen 16, 1.",2730,Villalejlighed,Tvangsauktion,09-02-2015,1380000.0,3,Herlev,1,Centralvarme med én fyringsenhed,/adresse/elverhoejen-16-1-2730-herlev-01631477__16__1____,81.0,Tegl,4.0,https://www.boligsiden.dk/adresse/elverhoejen-16-1-2730-herlev-01631477__16__1____,Mursten,Ikke oplyst
elverhoejen-16-0-2730-herlev-01631477__16_st____,"Elverhøjen 16, st.",2730,Villalejlighed,Tvangsauktion,09-02-2015,1380000.0,3,Herlev,1,Centralvarme med én fyringsenhed,/adresse/elverhoejen-16-0-2730-herlev-01631477__16_st____,89.0,Tegl,4.0,https://www.boligsiden.dk/adresse/elverhoejen-16-0-2730-herlev-01631477__16_st____,Mursten,Ikke oplyst
taastrup-have-10-1-th-2630-taastrup-01698960__10__1__th,"Taastrup Have 10, 1. th.",2630,Ejerlejlighed,Tvangsauktion,27-01-2015,980000.0,3,Taastrup,1,Fjernvarme/blokvarme,/adresse/taastrup-have-10-1-th-2630-taastrup-01698960__10__1__th,57.0,Fibercement herunder asbest,2.0,https://www.boligsiden.dk/adresse/taastrup-have-10-1-th-2630-taastrup-01698960__10__1__th,Mursten,Ikke oplyst
gentoftegade-46-1-th-2820-gentofte-01570278__46__1__th,"Gentoftegade 46, 1. th.",2820,Ejerlejlighed,Tvangsauktion,17-12-2014,1139000.0,3,Gentofte,1,Fjernvarme/blokvarme,/adresse/gentoftegade-46-1-th-2820-gentofte-01570278__46__1__th,52.0,Tagpap med stor hældning,1.0,https://www.boligsiden.dk/adresse/gentoftegade-46-1-th-2820-gentofte-01570278__46__1__th,Mursten,Ikke oplyst
ved-vandloebet-9-1-2610-roedovre-01750941___9__1____,"Ved Vandløbet 9, 1.",2610,Villalejlighed,Tvangsauktion,16-12-2014,960000.0,3,Rødovre,1,Varmepumpe,/adresse/ved-vandloebet-9-1-2610-roedovre-01750941___9__1____,64.0,Tegl,3.0,https://www.boligsiden.dk/adresse/ved-vandloebet-9-1-2610-roedovre-01750941___9__1____,Mursten,Ikke oplyst
ved-vandloebet-9-0-2610-roedovre-01750941___9_st____,"Ved Vandløbet 9, st.",2610,Villalejlighed,Tvangsauktion,16-12-2014,960000.0,3,Rødovre,1,Varmepumpe,/adresse/ved-vandloebet-9-0-2610-roedovre-01750941___9_st____,85.0,Tegl,3.0,https://www.boligsiden.dk/adresse/ved-vandloebet-9-0-2610-roedovre-01750941___9_st____,Mursten,Ikke oplyst
gildbrovej-51-2-196-2635-ishoej-01830205__51__2_196,"Gildbrovej 51, 2. 196.",2635,Ejerlejlighed,Tvangsauktion,02-12-2014,1254596.0,3,Ishøj,1,Fjernvarme/blokvarme,/adresse/gildbrovej-51-2-196-2635-ishoej-01830205__51__2_196,97.0,Tagpap med lille hældning,3.0,https://www.boligsiden.dk/adresse/gildbrovej-51-2-196-2635-ishoej-01830205__51__2_196,Mursten,Ikke oplyst
vesterkoeb-45-1-4-2640-hedehusene-01699339__45__1___4,"Vesterkøb 45, 1. 4.",2640,Ejerlejlighed,Tvangsauktion,01-12-2014,654000.0,3,Hedehusene,1,Fjernvarme/blokvarme,/adresse/vesterkoeb-45-1-4-2640-hedehusene-01699339__45__1___4,54.0,Fibercement herunder asbest,2.0,https://www.boligsiden.dk/adresse/vesterkoeb-45-1-4-2640-hedehusene-01699339__45__1___4,Mursten,Ikke oplyst
tvaerdiget-32-2740-skovlunde-01510686__32_______,Tværdiget 32,2740,Rækkehus,Tvangsauktion,26-11-2014,2750000.0,2,Skovlunde,1.0,Centralvarme med én fyringsenhed,/adresse/tvaerdiget-32-2740-skovlunde-01510686__32_______,103.0,Tagpap med lille hældning,4.0,https://www.boligsiden.dk/adresse/tvaerdiget-32-2740-skovlunde-01510686__32_______,Mursten,105.8
broendbyvestervej-10-2-m-2600-glostrup-01610044__10__2___m,"Brøndbyvestervej 10, 2. m.",2600,Ejerlejlighed,Tvangsauktion,25-11-2014,976000.0,3,Glostrup,1,Fjernvarme/blokvarme,/adresse/broendbyvestervej-10-2-m-2600-glostrup-01610044__10__2___m,84.0,Fibercement uden asbest,3.0,https://www.boligsiden.dk/adresse/broendbyvestervej-10-2-m-2600-glostrup-01610044__10__2___m,Mursten,Ikke oplyst
sommerfuglevej-9-2610-roedovre-01750800___9_______,Sommerfuglevej 9,2610,Villa,Tvangsauktion,22-10-2014,1650000.0,2,Rødovre,1.0,Varmepumpe,/adresse/sommerfuglevej-9-2610-roedovre-01750800___9_______,113.0,Metal,3.0,https://www.boligsiden.dk/adresse/sommerfuglevej-9-2610-roedovre-01750800___9_______,Mursten,119.9
