Property_ID,Address,City,Floor,Floor_Count,Heating_Type,Last_Remodel_Year,Link,Living_Area,Postal_Code,Price,Property_Type,Roof_Type,Rooms,Scrape_Date,Source_Site,URL,Wall_Material,Weighted_Area
saven-b-6-3-1-2630-taastrup-01696692___6__3___1,"Saven B 6, 3. 1.",Taastrup,N/A,4,Fjernvarme/blokvarme,Ikke oplyst,/adresse/saven-b-6-3-1-2630-taastrup-01696692___6__3___1,35,2630,887000,Ejerlejlighed,Tagpap med lille hældning,1,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/saven-b-6-3-1-2630-taastrup-01696692___6__3___1,Betonelementer,Ikke oplyst
lyngby-hovedgade-50a-2-th-2800-kongens-lyngby-01730535_50a__2__th,"Lyngby Hovedgade 50A, 2. th.",Kongens Lyngby,N/A,2,Centralvarme med én fyringsenhed,2007,/adresse/lyngby-hovedgade-50a-2-th-2800-kongens-lyngby-01730535_50a__2__th,58,2800,3376000,Ejerlejlighed,Tegl,3,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/lyngby-hovedgade-50a-2-th-2800-kongens-lyngby-01730535_50a__2__th,Mursten,Ikke oplyst
islevmark-3-2610-roedovre-01750395___3_______,Islevmark 3,Rødovre,N/A,1,Centralvarme med én fyringsenhed,1970,/adresse/islevmark-3-2610-roedovre-01750395___3_______,107,2610,3678000,Villa,Fibercement herunder asbest,3,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/islevmark-3-2610-roedovre-01750395___3_______,Letbetonsten,144.2
lyngby-hovedgade-50a-2-tv-2800-kongens-lyngby-01730535_50a__2__tv,"Lyngby Hovedgade 50A, 2. tv.",Kongens Lyngby,N/A,2,Centralvarme med én fyringsenhed,2007,/adresse/lyngby-hovedgade-50a-2-tv-2800-kongens-lyngby-01730535_50a__2__tv,52,2800,3050000,Ejerlejlighed,Tegl,2,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/lyngby-hovedgade-50a-2-tv-2800-kongens-lyngby-01730535_50a__2__tv,Mursten,Ikke oplyst
vesterkoeb-40-2-12-2640-hedehusene-01699339__40__2__12,"Vesterkøb 40, 2. 12.",Hedehusene,N/A,3,Fjernvarme/blokvarme,1996,/adresse/vesterkoeb-40-2-12-2640-hedehusene-01699339__40__2__12,54,2640,1388000,Ejerlejlighed,Tegl,2,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/vesterkoeb-40-2-12-2640-hedehusene-01699339__40__2__12,Mursten,Ikke oplyst
vesterkoeb-40-1-7-2640-hedehusene-01699339__40__1___7,"Vesterkøb 40, 1. 7.",Hedehusene,N/A,3,Fjernvarme/blokvarme,1996,/adresse/vesterkoeb-40-1-7-2640-hedehusene-01699339__40__1___7,46,2640,1183000,Ejerlejlighed,Tegl,1,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/vesterkoeb-40-1-7-2640-hedehusene-01699339__40__1___7,Mursten,Ikke oplyst
vesterkoeb-40-2-15-2640-hedehusene-01699339__40__2__15,"Vesterkøb 40, 2. 15.",Hedehusene,N/A,3,Fjernvarme/blokvarme,1996,/adresse/vesterkoeb-40-2-15-2640-hedehusene-01699339__40__2__15,46,2640,1195000,Ejerlejlighed,Tegl,1,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/vesterkoeb-40-2-15-2640-hedehusene-01699339__40__2__15,Mursten,Ikke oplyst
vesterkoeb-40-2-11-2640-hedehusene-01699339__40__2__11,"Vesterkøb 40, 2. 11.",Hedehusene,N/A,3,Fjernvarme/blokvarme,1996,/adresse/vesterkoeb-40-2-11-2640-hedehusene-01699339__40__2__11,46,2640,1195000,Ejerlejlighed,Tegl,2,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/vesterkoeb-40-2-11-2640-hedehusene-01699339__40__2__11,Mursten,Ikke oplyst
vesterkoeb-40-1-5-2640-hedehusene-01699339__40__1___5,"Vesterkøb 40, 1. 5.",Hedehusene,N/A,3,Fjernvarme/blokvarme,1996,/adresse/vesterkoeb-40-1-5-2640-hedehusene-01699339__40__1___5,54,2640,1374000,Ejerlejlighed,Tegl,2,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/vesterkoeb-40-1-5-2640-hedehusene-01699339__40__1___5,Mursten,Ikke oplyst
vesterkoeb-40-2-9-2640-hedehusene-01699339__40__2___9,"Vesterkøb 40, 2. 9.",Hedehusene,N/A,3,Fjernvarme/blokvarme,1996,/adresse/vesterkoeb-40-2-9-2640-hedehusene-01699339__40__2___9,48,2640,1244000,Ejerlejlighed,Tegl,2,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/vesterkoeb-40-2-9-2640-hedehusene-01699339__40__2___9,Mursten,Ikke oplyst
vesterkoeb-40-2-16-2640-hedehusene-01699339__40__2__16,"Vesterkøb 40, 2. 16.",Hedehusene,N/A,3,Fjernvarme/blokvarme,1996,/adresse/vesterkoeb-40-2-16-2640-hedehusene-01699339__40__2__16,58,2640,1483000,Ejerlejlighed,Tegl,2,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/vesterkoeb-40-2-16-2640-hedehusene-01699339__40__2__16,Mursten,Ikke oplyst
flakhaven-16-2750-ballerup-01510109__16_______,Flakhaven 16,Ballerup,N/A,1,Centralvarme med én fyringsenhed,1988,/adresse/flakhaven-16-2750-ballerup-01510109__16_______,157,2750,4694000,Villa,Fibercement herunder asbest,5,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/flakhaven-16-2750-ballerup-01510109__16_______,Letbetonsten,199
vibeholms-vaenge-93-2635-ishoej-01830878__93_______,Vibeholms Vænge 93,Ishøj,N/A,1,Centralvarme med én fyringsenhed,Ikke oplyst,/adresse/vibeholms-vaenge-93-2635-ishoej-01830878__93_______,158,2635,3586000,Villa,Fibercement uden asbest,5,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/vibeholms-vaenge-93-2635-ishoej-01830878__93_______,Mursten,161.8
ejbyvej-133-2610-roedovre-01750177_133_______,Ejbyvej 133,Rødovre,N/A,1,Centralvarme med én fyringsenhed,1960,/adresse/ejbyvej-133-2610-roedovre-01750177_133_______,164,2610,5898000,Villa,Betontagsten,5,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/ejbyvej-133-2610-roedovre-01750177_133_______,Mursten,183.7
resedavej-3-2820-gentofte-01570647___3_______,Resedavej 3,Gentofte,N/A,1,Fjernvarme/blokvarme,Ikke oplyst,/adresse/resedavej-3-2820-gentofte-01570647___3_______,96,2820,6632000,Villa,Tagpap med stor hældning,4,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/resedavej-3-2820-gentofte-01570647___3_______,Mursten,139.65
dalstroeget-78-0-2870-dyssegaard-01570133__78_st____,"Dalstrøget 78, st.",Dyssegård,N/A,7,Fjernvarme/blokvarme,Ikke oplyst,/adresse/dalstroeget-78-0-2870-dyssegaard-01570133__78_st____,49,2870,1724000,Ejerlejlighed,Andet materiale,1,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/dalstroeget-78-0-2870-dyssegaard-01570133__78_st____,Mursten,Ikke oplyst
tvaerbommen-55-0-th-2820-gentofte-01570895__55_st__th,"Tværbommen 55, st. th.",Gentofte,N/A,3,Fjernvarme/blokvarme,Ikke oplyst,/adresse/tvaerbommen-55-0-th-2820-gentofte-01570895__55_st__th,90,2820,3116000,Ejerlejlighed,Tegl,3,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/tvaerbommen-55-0-th-2820-gentofte-01570895__55_st__th,Mursten,Ikke oplyst
vejlebrovej-80-3-mf-2635-ishoej-01830850__80__3__mf,"Vejlebrovej 80, 3. mf.",Ishøj,N/A,5,Fjernvarme/blokvarme,Ikke oplyst,/adresse/vejlebrovej-80-3-mf-2635-ishoej-01830850__80__3__mf,35,2635,926000,Ejerlejlighed,Tagpap med lille hældning,1,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/vejlebrovej-80-3-mf-2635-ishoej-01830850__80__3__mf,Betonelementer,Ikke oplyst
hovedgaden-361-2640-hedehusene-01692896_361_______,Hovedgaden 361,Hedehusene,N/A,1,Fjernvarme/blokvarme,Ikke oplyst,/adresse/hovedgaden-361-2640-hedehusene-01692896_361_______,75,2640,2055000,Rækkehus,Fibercement herunder asbest,3,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/hovedgaden-361-2640-hedehusene-01692896_361_______,Letbetonsten,80.85
langemarksvej-35-2860-soeborg-01590493__35_______,Langemarksvej 35,Søborg,N/A,1,Varmepumpe,Ikke oplyst,/adresse/langemarksvej-35-2860-soeborg-01590493__35_______,151,2860,10797000,Villa,Tagpap med stor hældning,6,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/langemarksvej-35-2860-soeborg-01590493__35_______,Træ,161.75
vangede-bygade-74-0-4-2820-gentofte-01570903__74_st___4,"Vangede Bygade 74, st. 4.",Gentofte,N/A,3,Fjernvarme/blokvarme,Ikke oplyst,/adresse/vangede-bygade-74-0-4-2820-gentofte-01570903__74_st___4,37,2820,1377000,Ejerlejlighed,Tagpap med stor hældning,1,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/vangede-bygade-74-0-4-2820-gentofte-01570903__74_st___4,Mursten,Ikke oplyst
tranevaenget-10-2-th-2900-hellerup-01570883__10__2__th,"Tranevænget 10, 2. th.",Hellerup,N/A,3,Fjernvarme/blokvarme,Ikke oplyst,/adresse/tranevaenget-10-2-th-2900-hellerup-01570883__10__2__th,132,2900,8741000,Ejerlejlighed,Tegl,4,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/tranevaenget-10-2-th-2900-hellerup-01570883__10__2__th,Mursten,Ikke oplyst
hedekaeret-43-1-tv-2640-hedehusene-01692652__43__1__tv,"Hedekæret 43, 1. tv.",Hedehusene,N/A,3,Fjernvarme/blokvarme,Ikke oplyst,/adresse/hedekaeret-43-1-tv-2640-hedehusene-01692652__43__1__tv,77,2640,1988000,Ejerlejlighed,Fibercement herunder asbest,3,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/hedekaeret-43-1-tv-2640-hedehusene-01692652__43__1__tv,Mursten,Ikke oplyst
bagsvaerdvej-147a-2800-kongens-lyngby-01590045147a_______,Bagsværdvej 147A,Kongens Lyngby,N/A,1,Centralvarme med én fyringsenhed,Ikke oplyst,/adresse/bagsvaerdvej-147a-2800-kongens-lyngby-01590045147a_______,112,2800,4912000,Villa,Tegl,5,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/bagsvaerdvej-147a-2800-kongens-lyngby-01590045147a_______,Mursten,130
vejledalen-76-0-th-2635-ishoej-01830854__76_st__th,"Vejledalen 76, st. th.",Ishøj,N/A,4,Fjernvarme/blokvarme,Ikke oplyst,/adresse/vejledalen-76-0-th-2635-ishoej-01830854__76_st__th,70,2635,1520000,Ejerlejlighed,Tagpap med lille hældning,2,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/vejledalen-76-0-th-2635-ishoej-01830854__76_st__th,Betonelementer,Ikke oplyst
oestervang-30-2800-kongens-lyngby-01590987__30_______,Østervang 30,Kongens Lyngby,N/A,1,Centralvarme med én fyringsenhed,Ikke oplyst,/adresse/oestervang-30-2800-kongens-lyngby-01590987__30_______,157,2800,7803000,Villa,Tegl,5,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/oestervang-30-2800-kongens-lyngby-01590987__30_______,Mursten,190.8
bredesvinget-13-2830-virum-01730093__13_______,Bredesvinget 13,Virum,N/A,1,Centralvarme med én fyringsenhed,Ikke oplyst,/adresse/bredesvinget-13-2830-virum-01730093__13_______,125,2830,6327000,Rækkehus,Tegl,5,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/bredesvinget-13-2830-virum-01730093__13_______,Mursten,138.9
strandvejen-132a-3-tv-2900-hellerup-01570802132a__3__tv,"Strandvejen 132A, 3. tv.",Hellerup,N/A,4,Fjernvarme/blokvarme,1997,/adresse/strandvejen-132a-3-tv-2900-hellerup-01570802132a__3__tv,143,2900,8373000,Ejerlejlighed,Tegl,5,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/strandvejen-132a-3-tv-2900-hellerup-01570802132a__3__tv,Mursten,Ikke oplyst
christoffers-alle-94-2800-kongens-lyngby-01590111__94_______,Christoffers Alle 94,Kongens Lyngby,N/A,1,Centralvarme med én fyringsenhed,Ikke oplyst,/adresse/christoffers-alle-94-2800-kongens-lyngby-01590111__94_______,89,2800,4745000,Villa,Fibercement herunder asbest,4,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/christoffers-alle-94-2800-kongens-lyngby-01590111__94_______,Mursten,128.5
bredekaers-vaenge-33-2635-ishoej-01830082__33_______,Bredekærs Vænge 33,Ishøj,N/A,2,Elvarme,Ikke oplyst,/adresse/bredekaers-vaenge-33-2635-ishoej-01830082__33_______,112,2635,2443000,Rækkehus,Tagpap med lille hældning,4,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/bredekaers-vaenge-33-2635-ishoej-01830082__33_______,Fibercement herunder asbest,115.8
emilievej-3-0-2920-charlottenlund-01570192___3_st____,"Emilievej 3, st.",Charlottenlund,N/A,2,Fjernvarme/blokvarme,1976,/adresse/emilievej-3-0-2920-charlottenlund-01570192___3_st____,250,2920,11509000,Ejerlejlighed,Tegl,4,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/emilievej-3-0-2920-charlottenlund-01570192___3_st____,Mursten,Ikke oplyst
vejlebrovej-68-3-2-2635-ishoej-01830850__68__3___2,"Vejlebrovej 68, 3. 2.",Ishøj,N/A,4,Fjernvarme/blokvarme,Ikke oplyst,/adresse/vejlebrovej-68-3-2-2635-ishoej-01830850__68__3___2,33,2635,910000,Ejerlejlighed,Tagpap med lille hældning,1,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/vejlebrovej-68-3-2-2635-ishoej-01830850__68__3___2,Betonelementer,Ikke oplyst
lindevangshusene-76-2-mf-2630-taastrup-01694520__76__2__mf,"Lindevangshusene 76, 2. mf.",Taastrup,N/A,3,Fjernvarme/blokvarme,Ikke oplyst,/adresse/lindevangshusene-76-2-mf-2630-taastrup-01694520__76__2__mf,46,2630,1309000,Ejerlejlighed,Betontagsten,1,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/lindevangshusene-76-2-mf-2630-taastrup-01694520__76__2__mf,Mursten,Ikke oplyst
giesegaardsvej-18a-2650-hvidovre-01672777_18a_______,Giesegårdsvej 18A,Hvidovre,N/A,1,Fjernvarme/blokvarme,Ikke oplyst,/adresse/giesegaardsvej-18a-2650-hvidovre-01672777_18a_______,71,2650,5073000,Rækkehus,Tagpap med stor hældning,2,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/giesegaardsvej-18a-2650-hvidovre-01672777_18a_______,Mursten,101.6
hallandsparken-66-2630-taastrup-01692520__66_______,Hallandsparken 66,Taastrup,N/A,2,Fjernvarme/blokvarme,Ikke oplyst,/adresse/hallandsparken-66-2630-taastrup-01692520__66_______,116,2630,3079000,Rækkehus,Betontagsten,5,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/hallandsparken-66-2630-taastrup-01692520__66_______,Mursten,117.25
tagesmindevej-1-2820-gentofte-01570852___1_______,Tagesmindevej 1,Gentofte,N/A,2,Varmepumpe,Ikke oplyst,/adresse/tagesmindevej-1-2820-gentofte-01570852___1_______,298,2820,16317000,Villa,Tegl,6,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/tagesmindevej-1-2820-gentofte-01570852___1_______,Mursten,373.9
vibeholms-vaenge-56-2635-ishoej-01830878__56_______,Vibeholms Vænge 56,Ishøj,N/A,1,Centralvarme med én fyringsenhed,Ikke oplyst,/adresse/vibeholms-vaenge-56-2635-ishoej-01830878__56_______,136,2635,3595000,Villa,Fibercement herunder asbest,5,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/vibeholms-vaenge-56-2635-ishoej-01830878__56_______,Mursten,171.4
bagsvaerd-hovedgade-33-2880-bagsvaerd-01590039__33_______,Bagsværd Hovedgade 33,Bagsværd,N/A,1,Varmepumpe,Ikke oplyst,/adresse/bagsvaerd-hovedgade-33-2880-bagsvaerd-01590039__33_______,203,2880,7310000,Villa,Tegl,8,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/bagsvaerd-hovedgade-33-2880-bagsvaerd-01590039__33_______,Mursten,248.05
vejledalen-258-2635-ishoej-01830854_258_______,Vejledalen 258,Ishøj,N/A,2,Fjernvarme/blokvarme,Ikke oplyst,/adresse/vejledalen-258-2635-ishoej-01830854_258_______,62,2635,1778000,Rækkehus,Betontagsten,3,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/vejledalen-258-2635-ishoej-01830854_258_______,Træ,62
vejlebrovej-120-3-th-2635-ishoej-01830850_120__3__th,"Vejlebrovej 120, 3. th.",Ishøj,N/A,4,Fjernvarme/blokvarme,Ikke oplyst,/adresse/vejlebrovej-120-3-th-2635-ishoej-01830850_120__3__th,92,2635,2115000,Ejerlejlighed,Tagpap med lille hældning,3,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/vejlebrovej-120-3-th-2635-ishoej-01830850_120__3__th,Betonelementer,Ikke oplyst
ordrupvej-98a-2-tv-2920-charlottenlund-01570622_98a__2__tv,"Ordrupvej 98A, 2. tv.",Charlottenlund,N/A,5,Fjernvarme/blokvarme,Ikke oplyst,/adresse/ordrupvej-98a-2-tv-2920-charlottenlund-01570622_98a__2__tv,58,2920,2459000,Ejerlejlighed,Tegl,2,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/ordrupvej-98a-2-tv-2920-charlottenlund-01570622_98a__2__tv,Mursten,Ikke oplyst
soebakken-29-2920-charlottenlund-01570817__29_______,Søbakken 29,Charlottenlund,N/A,1,Centralvarme med én fyringsenhed,2005,/adresse/soebakken-29-2920-charlottenlund-01570817__29_______,177,2920,22784000,Villa,Fibercement herunder asbest,7,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/soebakken-29-2920-charlottenlund-01570817__29_______,Mursten,231.9
vejledalen-74-0-tv-2635-ishoej-01830854__74_st__tv,"Vejledalen 74, st. tv.",Ishøj,N/A,4,Fjernvarme/blokvarme,Ikke oplyst,/adresse/vejledalen-74-0-tv-2635-ishoej-01830854__74_st__tv,101,2635,2155000,Ejerlejlighed,Tagpap med lille hældning,3,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/vejledalen-74-0-tv-2635-ishoej-01830854__74_st__tv,Betonelementer,Ikke oplyst
noerregaardsvej-59-2610-roedovre-01750614__59_______,Nørregårdsvej 59,Rødovre,N/A,1,Centralvarme med én fyringsenhed,1990,/adresse/noerregaardsvej-59-2610-roedovre-01750614__59_______,120,2610,4951000,Villa,Tegl,4,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/noerregaardsvej-59-2610-roedovre-01750614__59_______,Mursten,174.5
byskovvej-26-2730-herlev-01630738__26_______,Byskovvej 26,Herlev,N/A,1,Centralvarme med én fyringsenhed,Ikke oplyst,/adresse/byskovvej-26-2730-herlev-01630738__26_______,191,2730,9656000,Villa,Tegl,5,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/byskovvej-26-2730-herlev-01630738__26_______,Mursten,203.4
roskildevej-382-1-44-2610-roedovre-01750690_382__1__44,"Roskildevej 382, 1. 44.",Rødovre,N/A,3,Fjernvarme/blokvarme,Ikke oplyst,/adresse/roskildevej-382-1-44-2610-roedovre-01750690_382__1__44,56,2610,1839000,Ejerlejlighed,Tagpap med lille hældning,2,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/roskildevej-382-1-44-2610-roedovre-01750690_382__1__44,Andet materiale,Ikke oplyst
vejlebrovej-87-2-95-2635-ishoej-01830850__87__2__95,"Vejlebrovej 87, 2. 95.",Ishøj,N/A,4,Fjernvarme/blokvarme,Ikke oplyst,/adresse/vejlebrovej-87-2-95-2635-ishoej-01830850__87__2__95,51,2635,1503000,Ejerlejlighed,Tagpap med lille hældning,2,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/vejlebrovej-87-2-95-2635-ishoej-01830850__87__2__95,Mursten,Ikke oplyst
havevej-20-2-th-2860-soeborg-01590291__20__2__th,"Havevej 20, 2. th.",Søborg,N/A,2,Centralvarme med én fyringsenhed,Ikke oplyst,/adresse/havevej-20-2-th-2860-soeborg-01590291__20__2__th,53,2860,1925000,Ejerlejlighed,Tegl,2,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/havevej-20-2-th-2860-soeborg-01590291__20__2__th,Mursten,Ikke oplyst
roedovrevej-319-1-mf-2610-roedovre-01750705_319__1__mf,"Rødovrevej 319, 1. mf.",Rødovre,N/A,3,Fjernvarme/blokvarme,Ikke oplyst,/adresse/roedovrevej-319-1-mf-2610-roedovre-01750705_319__1__mf,45,2610,1521000,Ejerlejlighed,Fibercement uden asbest,1,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/roedovrevej-319-1-mf-2610-roedovre-01750705_319__1__mf,Mursten,Ikke oplyst
brunevang-88-0-2610-roedovre-01750108__88_st____,"Brunevang 88, st.",Rødovre,N/A,3,Fjernvarme/blokvarme,Ikke oplyst,/adresse/brunevang-88-0-2610-roedovre-01750108__88_st____,63,2610,1658000,Ejerlejlighed,Tagpap med lille hældning,2,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/brunevang-88-0-2610-roedovre-01750108__88_st____,Mursten,Ikke oplyst
slotsherrensvej-302-2610-roedovre-01750780_302_______,Slotsherrensvej 302,Rødovre,N/A,1,Centralvarme med én fyringsenhed,1997,/adresse/slotsherrensvej-302-2610-roedovre-01750780_302_______,145,2610,3330000,Villa,Fibercement herunder asbest,5,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/slotsherrensvej-302-2610-roedovre-01750780_302_______,Mursten,148.85
topperne-22-2-21-2620-albertslund-01650532__22__2__21,"Topperne 22, 2. 21.",Albertslund,N/A,4,Fjernvarme/blokvarme,2019,/adresse/topperne-22-2-21-2620-albertslund-01650532__22__2__21,97,2620,2523000,Ejerlejlighed,Fibercement herunder asbest,4,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/topperne-22-2-21-2620-albertslund-01650532__22__2__21,Betonelementer,Ikke oplyst
hold-an-vej-61-0-2750-ballerup-01510152__61_st____,"Hold-An Vej 61, st.",Ballerup,N/A,1,Varmepumpe,Ikke oplyst,/adresse/hold-an-vej-61-0-2750-ballerup-01510152__61_st____,131,2750,3230000,Ejerlejlighed,Tegl,2,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/hold-an-vej-61-0-2750-ballerup-01510152__61_st____,Mursten,Ikke oplyst
groennemarksvej-2b-2610-roedovre-01750280__2b_______,Grønnemarksvej 2B,Rødovre,N/A,1,Centralvarme med én fyringsenhed,Ikke oplyst,/adresse/groennemarksvej-2b-2610-roedovre-01750280__2b_______,100,2610,4008000,Rækkehus,Fibercement herunder asbest,5,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/groennemarksvej-2b-2610-roedovre-01750280__2b_______,Mursten,110.15
forsvarsvej-15-2860-soeborg-01590180__15_______,Forsvarsvej 15,Søborg,N/A,1,Varmepumpe,Ikke oplyst,/adresse/forsvarsvej-15-2860-soeborg-01590180__15_______,134,2860,4482000,Villa,Fibercement herunder asbest,5,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/forsvarsvej-15-2860-soeborg-01590180__15_______,Mursten,161.8
lindevang-26-2660-broendby-strand-01530386__26_______,Lindevang 26,Brøndby Strand,N/A,1,Centralvarme med én fyringsenhed,1969,/adresse/lindevang-26-2660-broendby-strand-01530386__26_______,123,2660,3202000,Villa,Fibercement herunder asbest,4,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/lindevang-26-2660-broendby-strand-01530386__26_______,Mursten,123
skjoldagervej-80-2-tv-2820-gentofte-01570705__80__2__tv,"Skjoldagervej 80, 2. tv.",Gentofte,N/A,3,Fjernvarme/blokvarme,Ikke oplyst,/adresse/skjoldagervej-80-2-tv-2820-gentofte-01570705__80__2__tv,62,2820,2472000,Ejerlejlighed,Andet materiale,2,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/skjoldagervej-80-2-tv-2820-gentofte-01570705__80__2__tv,Mursten,Ikke oplyst
hoejdevej-20a-2830-virum-01730364_20a_______,Højdevej 20A,Virum,N/A,1,Centralvarme med én fyringsenhed,1973,/adresse/hoejdevej-20a-2830-virum-01730364_20a_______,193,2830,8543000,Villa,Fibercement herunder asbest,7,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/hoejdevej-20a-2830-virum-01730364_20a_______,Mursten,195.9
roedager-alle-71-1-1-2610-roedovre-01750699__71__1___1,"Rødager Alle 71, 1. 1.",Rødovre,N/A,3,Fjernvarme/blokvarme,Ikke oplyst,/adresse/roedager-alle-71-1-1-2610-roedovre-01750699__71__1___1,36,2610,1191000,Ejerlejlighed,Fibercement herunder asbest,1,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/roedager-alle-71-1-1-2610-roedovre-01750699__71__1___1,Mursten,Ikke oplyst
roedovre-parkvej-183-0-th-2610-roedovre-01750702_183_st__th,"Rødovre Parkvej 183, st. th.",Rødovre,N/A,4,Fjernvarme/blokvarme,2022,/adresse/roedovre-parkvej-183-0-th-2610-roedovre-01750702_183_st__th,76,2610,2219000,Ejerlejlighed,Tagpap med stor hældning,3,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/roedovre-parkvej-183-0-th-2610-roedovre-01750702_183_st__th,Mursten,Ikke oplyst
brobyvej-38-2650-hvidovre-01671135__38_______,Brobyvej 38,Hvidovre,N/A,1,Centralvarme med én fyringsenhed,Ikke oplyst,/adresse/brobyvej-38-2650-hvidovre-01671135__38_______,150,2650,5051000,Villa,Tegl,5,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/brobyvej-38-2650-hvidovre-01671135__38_______,Mursten,146.3
gladsaxevej-101-2860-soeborg-01590215_101_______,Gladsaxevej 101,Søborg,N/A,1,Fjernvarme/blokvarme,Ikke oplyst,/adresse/gladsaxevej-101-2860-soeborg-01590215_101_______,129,2860,5404000,Villa,Tegl,5,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/gladsaxevej-101-2860-soeborg-01590215_101_______,Mursten,152.1
lunagervej-12-2650-hvidovre-01675496__12_______,Lunagervej 12,Hvidovre,N/A,1,Varmepumpe,Ikke oplyst,/adresse/lunagervej-12-2650-hvidovre-01675496__12_______,204,2650,10838000,Villa,Betontagsten,5,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/lunagervej-12-2650-hvidovre-01675496__12_______,Træ,204.95
broendbyvestervej-68b-0-3-2605-broendby-01530071_68b_st___3,"Brøndbyvestervej 68B, st. 3.",Brøndby,N/A,3,Fjernvarme/blokvarme,Ikke oplyst,/adresse/broendbyvestervej-68b-0-3-2605-broendby-01530071_68b_st___3,46,2605,1310000,Ejerlejlighed,Metal,1,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/broendbyvestervej-68b-0-3-2605-broendby-01530071_68b_st___3,Mursten,Ikke oplyst
vejlegaardsparken-22-1-16-2665-vallensbaek-strand-01879267__22__1__16,"Vejlegårdsparken 22, 1. 16.",Vallensbæk Strand,N/A,3,Fjernvarme/blokvarme,Ikke oplyst,/adresse/vejlegaardsparken-22-1-16-2665-vallensbaek-strand-01879267__22__1__16,47,2665,1265000,Ejerlejlighed,Tagpap med lille hældning,2,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/vejlegaardsparken-22-1-16-2665-vallensbaek-strand-01879267__22__1__16,Betonelementer,Ikke oplyst
