Property_ID,Address,City,Floor,Floor_Count,Heating_Type,Last_Remodel_Year,Link,Living_Area,Postal_Code,Price,Property_Type,Roof_Type,Rooms,Scrape_Date,Source_Site,URL,Wall_Material,Weighted_Area
buddingevej-260-1-i-2860-soeborg-01590088_260__1___i,"Buddingevej 260, 1. i.",Søborg,N/A,3,Fjernvarme/blokvarme,Ikke oplyst,/adresse/buddingevej-260-1-i-2860-soeborg-01590088_260__1___i,36,2860,1258000,Ejerlejlighed,Fibercement herunder asbest,1,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/buddingevej-260-1-i-2860-soeborg-01590088_260__1___i,Mursten,Ikke oplyst
buddingevej-260-1-o-2860-soeborg-01590088_260__1___o,"Buddingevej 260, 1. o.",Søborg,N/A,3,Fjernvarme/blokvarme,Ikke oplyst,/adresse/buddingevej-260-1-o-2860-soeborg-01590088_260__1___o,38,2860,1324000,Ejerlejlighed,Fibercement herunder asbest,1,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/buddingevej-260-1-o-2860-soeborg-01590088_260__1___o,Mursten,Ikke oplyst
linde-alle-7-2600-glostrup-01610308___7_______,Linde Alle 7,Glostrup,N/A,1,Varmepumpe,1984,/adresse/linde-alle-7-2600-glostrup-01610308___7_______,144,2600,4078000,Villa,Betontagsten,4,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/linde-alle-7-2600-glostrup-01610308___7_______,Mursten,145.45
vejlebrovej-102-1-tv-2635-ishoej-01830850_102__1__tv,"Vejlebrovej 102, 1. tv.",Ishøj,N/A,4,Fjernvarme/blokvarme,Ikke oplyst,/adresse/vejlebrovej-102-1-tv-2635-ishoej-01830850_102__1__tv,69,2635,1849000,Ejerlejlighed,Tagpap med lille hældning,2,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/vejlebrovej-102-1-tv-2635-ishoej-01830850_102__1__tv,Betonelementer,Ikke oplyst
helmsvej-30-2880-bagsvaerd-01590302__30_______,Helmsvej 30,Bagsværd,N/A,1,Ovn til fast og flydende brændsel,Ikke oplyst,/adresse/helmsvej-30-2880-bagsvaerd-01590302__30_______,114,2880,4561000,Villa,Tegl,4,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/helmsvej-30-2880-bagsvaerd-01590302__30_______,Mursten,136.1
hedekaeret-53-0-2-2640-hedehusene-01692652__53_st___2,"Hedekæret 53, st. 2.",Hedehusene,N/A,3,Fjernvarme/blokvarme,Ikke oplyst,/adresse/hedekaeret-53-0-2-2640-hedehusene-01692652__53_st___2,54,2640,1389000,Ejerlejlighed,Fibercement herunder asbest,2,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/hedekaeret-53-0-2-2640-hedehusene-01692652__53_st___2,Mursten,Ikke oplyst
espens-vaenge-40-2630-taastrup-01691542__40_______,Espens Vænge 40,Taastrup,N/A,1,Fjernvarme/blokvarme,Ikke oplyst,/adresse/espens-vaenge-40-2630-taastrup-01691542__40_______,124,2630,3573000,Villa,Betontagsten,6,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/espens-vaenge-40-2630-taastrup-01691542__40_______,Mursten,164.85
murskeen-3-3-42-2630-taastrup-01695125___3__3__42,"Murskeen 3, 3. 42.",Taastrup,N/A,4,Fjernvarme/blokvarme,Ikke oplyst,/adresse/murskeen-3-3-42-2630-taastrup-01695125___3__3__42,70,2630,1680000,Ejerlejlighed,Tagpap med lille hældning,2,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/murskeen-3-3-42-2630-taastrup-01695125___3__3__42,Betonelementer,Ikke oplyst
valeursvej-9-2900-hellerup-01570900___9_______,Valeursvej 9,Hellerup,N/A,2,Fjernvarme/blokvarme,Ikke oplyst,/adresse/valeursvej-9-2900-hellerup-01570900___9_______,330,2900,22423000,Villa,Tegl,7,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/valeursvej-9-2900-hellerup-01570900___9_______,Mursten,408.4
hyldegaards-tvaervej-1-1-tv-2920-charlottenlund-01570376___1__1__tv,"Hyldegårds Tværvej 1, 1. tv.",Charlottenlund,N/A,3,Fjernvarme/blokvarme,Ikke oplyst,/adresse/hyldegaards-tvaervej-1-1-tv-2920-charlottenlund-01570376___1__1__tv,83,2920,2844000,Ejerlejlighed,Tegl,3,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/hyldegaards-tvaervej-1-1-tv-2920-charlottenlund-01570376___1__1__tv,Mursten,Ikke oplyst
mosevej-8-1-tv-2800-kongens-lyngby-01730587___8__1__tv,"Mosevej 8, 1. tv.",Kongens Lyngby,N/A,3,Fjernvarme/blokvarme,Ikke oplyst,/adresse/mosevej-8-1-tv-2800-kongens-lyngby-01730587___8__1__tv,87,2800,4408000,Ejerlejlighed,Tegl,4,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/mosevej-8-1-tv-2800-kongens-lyngby-01730587___8__1__tv,Mursten,Ikke oplyst
sydvestvej-35-2600-glostrup-01610473__35_______,Sydvestvej 35,Glostrup,N/A,1,Centralvarme med én fyringsenhed,1987,/adresse/sydvestvej-35-2600-glostrup-01610473__35_______,113,2600,3495000,Villa,Tegl,6,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/sydvestvej-35-2600-glostrup-01610473__35_______,Mursten,125.6
kirkebakken-10-2605-broendby-01530336__10_______,Kirkebakken 10,Brøndby,N/A,1,Centralvarme med én fyringsenhed,1969,/adresse/kirkebakken-10-2605-broendby-01530336__10_______,155,2605,3745000,Villa,Tagpap med stor hældning,5,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/kirkebakken-10-2605-broendby-01530336__10_______,Letbetonsten,159
jaegergangen-103-2880-bagsvaerd-01590383_103_______,Jægergangen 103,Bagsværd,N/A,1,Centralvarme med én fyringsenhed,Ikke oplyst,/adresse/jaegergangen-103-2880-bagsvaerd-01590383_103_______,182,2880,9905000,Villa,Tagpap med stor hældning,5,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/jaegergangen-103-2880-bagsvaerd-01590383_103_______,Mursten,186.5
groenlunds-alle-9-2610-roedovre-01750275___9_______,Grønlunds Alle 9,Rødovre,N/A,1,Centralvarme med én fyringsenhed,1979,/adresse/groenlunds-alle-9-2610-roedovre-01750275___9_______,195,2610,5992000,Villa,Tegl,8,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/groenlunds-alle-9-2610-roedovre-01750275___9_______,Mursten,233.15
naesborgvej-48-1-tv-2650-hvidovre-01676123__48__1__tv,"Næsborgvej 48, 1. tv.",Hvidovre,N/A,3,Fjernvarme/blokvarme,2021,/adresse/naesborgvej-48-1-tv-2650-hvidovre-01676123__48__1__tv,73,2650,2348000,Ejerlejlighed,Fibercement uden asbest,3,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/naesborgvej-48-1-tv-2650-hvidovre-01676123__48__1__tv,Mursten,Ikke oplyst
vejlebrovej-82-2-th-2635-ishoej-01830850__82__2__th,"Vejlebrovej 82, 2. th.",Ishøj,N/A,5,Fjernvarme/blokvarme,Ikke oplyst,/adresse/vejlebrovej-82-2-th-2635-ishoej-01830850__82__2__th,77,2635,1877000,Ejerlejlighed,Tagpap med lille hældning,2,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/vejlebrovej-82-2-th-2635-ishoej-01830850__82__2__th,Betonelementer,Ikke oplyst
klausdalsbrovej-147-2860-soeborg-01590422_147_______,Klausdalsbrovej 147,Søborg,N/A,1,Elvarme,1971,/adresse/klausdalsbrovej-147-2860-soeborg-01590422_147_______,212,2860,7212000,Villa,Tegl,5,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/klausdalsbrovej-147-2860-soeborg-01590422_147_______,Mursten,221.8
ejby-vaenge-16-2610-roedovre-01750178__16_______,Ejby Vænge 16,Rødovre,N/A,1,Elvarme,2021,/adresse/ejby-vaenge-16-2610-roedovre-01750178__16_______,39,2610,1368000,Rækkehus,Tagpap med lille hældning,1,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/ejby-vaenge-16-2610-roedovre-01750178__16_______,Træ,39.5
vejlegaardsparken-24-0-1-2665-vallensbaek-strand-01879267__24_st___1,"Vejlegårdsparken 24, st. 1.",Vallensbæk Strand,N/A,6,Fjernvarme/blokvarme,Ikke oplyst,/adresse/vejlegaardsparken-24-0-1-2665-vallensbaek-strand-01879267__24_st___1,39,2665,1011000,Ejerlejlighed,Tagpap med lille hældning,1,2025-04-27,boligsiden,https://www.boligsiden.dk/adresse/vejlegaardsparken-24-0-1-2665-vallensbaek-strand-01879267__24_st___1,Betonelementer,Ikke oplyst
jernalderen-78-2640-hedehusene-01693530__78_______,Jernalderen 78,Hedehusene,N/A,1,Elvarme,Ikke oplyst,/adresse/jernalderen-78-2640-hedehusene-01693530__78_______,104,2640,2529000,Rækkehus,Fibercement uden asbest,4,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/jernalderen-78-2640-hedehusene-01693530__78_______,Mursten,110
taastrup-have-31-0-tv-2630-taastrup-01698960__31_st__tv,"Taastrup Have 31, st. tv.",Taastrup,N/A,3,Fjernvarme/blokvarme,Ikke oplyst,/adresse/taastrup-have-31-0-tv-2630-taastrup-01698960__31_st__tv,59,2630,1656000,Ejerlejlighed,Fibercement herunder asbest,2,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/taastrup-have-31-0-tv-2630-taastrup-01698960__31_st__tv,Mursten,Ikke oplyst
vilvordeparken-17-2920-charlottenlund-01570941__17_______,Vilvordeparken 17,Charlottenlund,N/A,1,Fjernvarme/blokvarme,Ikke oplyst,/adresse/vilvordeparken-17-2920-charlottenlund-01570941__17_______,212,2920,12978000,Villa,Tagpap med lille hældning,5,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/vilvordeparken-17-2920-charlottenlund-01570941__17_______,Mursten,222.5
hoeje-taastrup-boulevard-86-3-2630-taastrup-01693200__86__3____,"Høje Taastrup Boulevard 86, 3.",Taastrup,N/A,7,Fjernvarme/blokvarme,Ikke oplyst,/adresse/hoeje-taastrup-boulevard-86-3-2630-taastrup-01693200__86__3____,119,2630,3644000,Ejerlejlighed,Fibercement uden asbest,3,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/hoeje-taastrup-boulevard-86-3-2630-taastrup-01693200__86__3____,Mursten,Ikke oplyst
jaegersborg-alle-27b-1-mf-2920-charlottenlund-01570423_27b__1__mf,"Jægersborg Alle 27B, 1. mf.",Charlottenlund,N/A,4,Fjernvarme/blokvarme,1998,/adresse/jaegersborg-alle-27b-1-mf-2920-charlottenlund-01570423_27b__1__mf,69,2920,3451000,Ejerlejlighed,Tegl,2,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/jaegersborg-alle-27b-1-mf-2920-charlottenlund-01570423_27b__1__mf,Mursten,Ikke oplyst
holstedparken-13-2660-broendby-strand-01530244__13_______,Holstedparken 13,Brøndby Strand,N/A,1,Fjernvarme/blokvarme,Ikke oplyst,/adresse/holstedparken-13-2660-broendby-strand-01530244__13_______,121,2660,3198000,Rækkehus,Fibercement herunder asbest,4,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/holstedparken-13-2660-broendby-strand-01530244__13_______,Mursten,118.95
skovbrinken-5-2920-charlottenlund-01570717___5_______,Skovbrinken 5,Charlottenlund,N/A,1,Fjernvarme/blokvarme,1962,/adresse/skovbrinken-5-2920-charlottenlund-01570717___5_______,335,2920,27559000,Villa,Fibercement herunder asbest,8,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/skovbrinken-5-2920-charlottenlund-01570717___5_______,Mursten,449.2
grundkaer-27-2650-hvidovre-01672987__27_______,Grundkær 27,Hvidovre,N/A,1,Elvarme,Ikke oplyst,/adresse/grundkaer-27-2650-hvidovre-01672987__27_______,156,2650,4629000,Rækkehus,Tagpap med lille hældning,4,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/grundkaer-27-2650-hvidovre-01672987__27_______,Mursten,156
hvidovrevej-180-2-207-2650-hvidovre-01674032_180__2_207,"Hvidovrevej 180, 2. 207.",Hvidovre,N/A,3,Fjernvarme/blokvarme,2007,/adresse/hvidovrevej-180-2-207-2650-hvidovre-01674032_180__2_207,47,2650,1865000,Ejerlejlighed,Tagpap med lille hældning,1,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/hvidovrevej-180-2-207-2650-hvidovre-01674032_180__2_207,Mursten,Ikke oplyst
molndalsparken-25-2620-albertslund-01650328__25_______,Mölndalsparken 25,Albertslund,N/A,2,Fjernvarme/blokvarme,Ikke oplyst,/adresse/molndalsparken-25-2620-albertslund-01650328__25_______,67,2620,1957000,Ejerlejlighed,Betontagsten,3,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/molndalsparken-25-2620-albertslund-01650328__25_______,Mursten,Ikke oplyst
dalen-3-2860-soeborg-01590119___3_______,Dalen 3,Søborg,N/A,1,Centralvarme med én fyringsenhed,Ikke oplyst,/adresse/dalen-3-2860-soeborg-01590119___3_______,140,2860,5303000,Villa,Fibercement uden asbest,6,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/dalen-3-2860-soeborg-01590119___3_______,Mursten,141.2
dalvangsvej-13-0-6-2600-glostrup-01610064__13_st___6,"Dalvangsvej 13, st. 6.",Glostrup,N/A,3,Fjernvarme/blokvarme,1995,/adresse/dalvangsvej-13-0-6-2600-glostrup-01610064__13_st___6,49,2600,1479000,Ejerlejlighed,Fibercement herunder asbest,1,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/dalvangsvej-13-0-6-2600-glostrup-01610064__13_st___6,Mursten,Ikke oplyst
rosmosevej-28-2650-hvidovre-01676929__28_______,Rosmosevej 28,Hvidovre,N/A,1,Centralvarme med én fyringsenhed,Ikke oplyst,/adresse/rosmosevej-28-2650-hvidovre-01676929__28_______,170,2650,6969000,Villa,Betontagsten,5,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/rosmosevej-28-2650-hvidovre-01676929__28_______,Mursten,240.1
strongvej-30-2630-taastrup-01697714__30_______,Strongvej 30,Taastrup,N/A,2,Fjernvarme/blokvarme,Ikke oplyst,/adresse/strongvej-30-2630-taastrup-01697714__30_______,104,2630,2584000,Rækkehus,Fibercement herunder asbest,4,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/strongvej-30-2630-taastrup-01697714__30_______,Letbetonsten,104.75
bjeverskov-alle-2-2-th-2650-hvidovre-01670866___2__2__th,"Bjeverskov Alle 2, 2. th.",Hvidovre,N/A,2,Fjernvarme/blokvarme,2008,/adresse/bjeverskov-alle-2-2-th-2650-hvidovre-01670866___2__2__th,83,2650,3034000,Ejerlejlighed,Tegl,3,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/bjeverskov-alle-2-2-th-2650-hvidovre-01670866___2__2__th,Mursten,Ikke oplyst
bjeverskov-alle-2-0-th-2650-hvidovre-01670866___2_st__th,"Bjeverskov Alle 2, st. th.",Hvidovre,N/A,2,Fjernvarme/blokvarme,2008,/adresse/bjeverskov-alle-2-0-th-2650-hvidovre-01670866___2_st__th,83,2650,2941000,Ejerlejlighed,Tegl,3,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/bjeverskov-alle-2-0-th-2650-hvidovre-01670866___2_st__th,Mursten,Ikke oplyst
schimmelmannsvej-21-2930-klampenborg-01570691__21_______,Schimmelmannsvej 21,Klampenborg,N/A,1,Centralvarme med én fyringsenhed,2006,/adresse/schimmelmannsvej-21-2930-klampenborg-01570691__21_______,240,2930,13679000,Villa,Tegl,6,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/schimmelmannsvej-21-2930-klampenborg-01570691__21_______,Mursten,272.65
bjeverskov-alle-2-2-tv-2650-hvidovre-01670866___2__2__tv,"Bjeverskov Alle 2, 2. tv.",Hvidovre,N/A,2,Fjernvarme/blokvarme,2008,/adresse/bjeverskov-alle-2-2-tv-2650-hvidovre-01670866___2__2__tv,65,2650,2414000,Ejerlejlighed,Tegl,2,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/bjeverskov-alle-2-2-tv-2650-hvidovre-01670866___2__2__tv,Mursten,Ikke oplyst
bjeverskov-alle-2-1-tv-2650-hvidovre-01670866___2__1__tv,"Bjeverskov Alle 2, 1. tv.",Hvidovre,N/A,2,Fjernvarme/blokvarme,2008,/adresse/bjeverskov-alle-2-1-tv-2650-hvidovre-01670866___2__1__tv,82,2650,2969000,Ejerlejlighed,Tegl,3,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/bjeverskov-alle-2-1-tv-2650-hvidovre-01670866___2__1__tv,Mursten,Ikke oplyst
bjeverskov-alle-2-1-th-2650-hvidovre-01670866___2__1__th,"Bjeverskov Alle 2, 1. th.",Hvidovre,N/A,2,Fjernvarme/blokvarme,2008,/adresse/bjeverskov-alle-2-1-th-2650-hvidovre-01670866___2__1__th,82,2650,2969000,Ejerlejlighed,Tegl,3,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/bjeverskov-alle-2-1-th-2650-hvidovre-01670866___2__1__th,Mursten,Ikke oplyst
rebaek-soepark-3-15-1508-2650-hvidovre-01676690___3_151508,"Rebæk Søpark 3, 15. 1508.",Hvidovre,N/A,16,Fjernvarme/blokvarme,Ikke oplyst,/adresse/rebaek-soepark-3-15-1508-2650-hvidovre-01676690___3_151508,44,2650,1274000,Ejerlejlighed,Tagpap med stor hældning,1,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/rebaek-soepark-3-15-1508-2650-hvidovre-01676690___3_151508,Letbetonsten,Ikke oplyst
niels-finsens-alle-65-2860-soeborg-01590604__65_______,Niels Finsens Alle 65,Søborg,N/A,1,Fjernvarme/blokvarme,1938,/adresse/niels-finsens-alle-65-2860-soeborg-01590604__65_______,233,2860,10682000,Villa,Tegl,8,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/niels-finsens-alle-65-2860-soeborg-01590604__65_______,Mursten,283.95
friisvej-5-2635-ishoej-01830190___5_______,Friisvej 5,Ishøj,N/A,1,Centralvarme med én fyringsenhed,Ikke oplyst,/adresse/friisvej-5-2635-ishoej-01830190___5_______,102,2635,2876000,Villa,Tagpap med stor hældning,4,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/friisvej-5-2635-ishoej-01830190___5_______,Betonelementer,106.5
bjaelkevangen-11b-2800-kongens-lyngby-01730071_11b_______,Bjælkevangen 11B,Kongens Lyngby,N/A,1,Centralvarme med én fyringsenhed,1978,/adresse/bjaelkevangen-11b-2800-kongens-lyngby-01730071_11b_______,182,2800,8415000,Villa,Tegl,6,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/bjaelkevangen-11b-2800-kongens-lyngby-01730071_11b_______,Letbetonsten,218.4
oestervej-34-2750-ballerup-01510379__34_______,Østervej 34,Ballerup,N/A,1,Centralvarme med én fyringsenhed,Ikke oplyst,/adresse/oestervej-34-2750-ballerup-01510379__34_______,174,2750,5470000,Villa,Tegl,7,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/oestervej-34-2750-ballerup-01510379__34_______,Mursten,189
roedovrevej-202-2-mf-2610-roedovre-01750705_202__2__mf,"Rødovrevej 202, 2. mf.",Rødovre,N/A,3,Fjernvarme/blokvarme,Ikke oplyst,/adresse/roedovrevej-202-2-mf-2610-roedovre-01750705_202__2__mf,45,2610,1605000,Ejerlejlighed,Fibercement herunder asbest,1,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/roedovrevej-202-2-mf-2610-roedovre-01750705_202__2__mf,Mursten,Ikke oplyst
hammeren-30-4-176-2630-taastrup-01692530__30__4_176,"Hammeren 30, 4. 176.",Taastrup,N/A,4,Fjernvarme/blokvarme,Ikke oplyst,/adresse/hammeren-30-4-176-2630-taastrup-01692530__30__4_176,44,2630,1162000,Ejerlejlighed,Tagpap med lille hældning,1,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/hammeren-30-4-176-2630-taastrup-01692530__30__4_176,Betonelementer,Ikke oplyst
lystoftevej-30-2800-kongens-lyngby-01730550__30_______,Lystoftevej 30,Kongens Lyngby,N/A,1,Centralvarme med én fyringsenhed,Ikke oplyst,/adresse/lystoftevej-30-2800-kongens-lyngby-01730550__30_______,85,2800,5594000,Rækkehus,Tegl,3,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/lystoftevej-30-2800-kongens-lyngby-01730550__30_______,Mursten,106.5
nysoevej-48-2665-vallensbaek-strand-01875858__48_______,Nysøvej 48,Vallensbæk Strand,N/A,1,Varmepumpe,2012,/adresse/nysoevej-48-2665-vallensbaek-strand-01875858__48_______,180,2665,4816000,Villa,Tegl,9,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/nysoevej-48-2665-vallensbaek-strand-01875858__48_______,Letbetonsten,172.3
vejlebrovej-76-2-3-2635-ishoej-01830850__76__2___3,"Vejlebrovej 76, 2. 3.",Ishøj,N/A,5,Fjernvarme/blokvarme,Ikke oplyst,/adresse/vejlebrovej-76-2-3-2635-ishoej-01830850__76__2___3,41,2635,1052000,Ejerlejlighed,Tagpap med lille hældning,1,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/vejlebrovej-76-2-3-2635-ishoej-01830850__76__2___3,Betonelementer,Ikke oplyst
hedevej-27-2640-hedehusene-01692707__27_______,Hedevej 27,Hedehusene,N/A,1,Fjernvarme/blokvarme,1961,/adresse/hedevej-27-2640-hedehusene-01692707__27_______,100,2640,2729000,Villa,Fibercement herunder asbest,3,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/hedevej-27-2640-hedehusene-01692707__27_______,Letbetonsten,136
nordre-molevej-9-2930-klampenborg-01730934___9_______,Nordre Molevej 9,Klampenborg,N/A,3,Centralvarme med én fyringsenhed,1993,/adresse/nordre-molevej-9-2930-klampenborg-01730934___9_______,250,2930,25905000,Villa,Fibercement herunder asbest,8,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/nordre-molevej-9-2930-klampenborg-01730934___9_______,Mursten,332
hvidovrevej-275-1-13-2650-hvidovre-01674032_275__1__13,"Hvidovrevej 275, 1. 13.",Hvidovre,N/A,3,Fjernvarme/blokvarme,Ikke oplyst,/adresse/hvidovrevej-275-1-13-2650-hvidovre-01674032_275__1__13,51,2650,1639000,Ejerlejlighed,Tagpap med stor hældning,1,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/hvidovrevej-275-1-13-2650-hvidovre-01674032_275__1__13,Mursten,Ikke oplyst
hvidovregade-9-2650-hvidovre-01673912___9_______,Hvidovregade 9,Hvidovre,N/A,1,Fjernvarme/blokvarme,1979,/adresse/hvidovregade-9-2650-hvidovre-01673912___9_______,135,2650,5379000,Villa,Tegl,5,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/hvidovregade-9-2650-hvidovre-01673912___9_______,Mursten,143.35
vejlebrovej-118-4-mf-2635-ishoej-01830850_118__4__mf,"Vejlebrovej 118, 4. mf.",Ishøj,N/A,4,Fjernvarme/blokvarme,Ikke oplyst,/adresse/vejlebrovej-118-4-mf-2635-ishoej-01830850_118__4__mf,35,2635,933000,Ejerlejlighed,Tagpap med lille hældning,1,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/vejlebrovej-118-4-mf-2635-ishoej-01830850_118__4__mf,Betonelementer,Ikke oplyst
jaegersborg-alle-247-1-th-2820-gentofte-01570423_247__1__th,"Jægersborg Alle 247, 1. th.",Gentofte,N/A,4,Fjernvarme/blokvarme,Ikke oplyst,/adresse/jaegersborg-alle-247-1-th-2820-gentofte-01570423_247__1__th,90,2820,2941000,Ejerlejlighed,Tagpap med lille hældning,2,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/jaegersborg-alle-247-1-th-2820-gentofte-01570423_247__1__th,Mursten,Ikke oplyst
baekkelunden-130-2660-broendby-strand-01530108_130_______,Bækkelunden 130,Brøndby Strand,N/A,1,Fjernvarme/blokvarme,Ikke oplyst,/adresse/baekkelunden-130-2660-broendby-strand-01530108_130_______,130,2660,4262000,Villa,Betontagsten,6,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/baekkelunden-130-2660-broendby-strand-01530108_130_______,Mursten,130
fuglegaardsvej-18-2820-gentofte-01570261__18_______,Fuglegårdsvej 18,Gentofte,N/A,1,Fjernvarme/blokvarme,Ikke oplyst,/adresse/fuglegaardsvej-18-2820-gentofte-01570261__18_______,202,2820,12373000,Villa,Tegl,7,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/fuglegaardsvej-18-2820-gentofte-01570261__18_______,Mursten,256.05
gammel-koege-landevej-266-3-d-2650-hvidovre-01672807_266__3___d,"Gammel Køge Landevej 266, 3. d.",Hvidovre,N/A,4,Fjernvarme/blokvarme,Ikke oplyst,/adresse/gammel-koege-landevej-266-3-d-2650-hvidovre-01672807_266__3___d,47,2650,1677000,Ejerlejlighed,Fibercement herunder asbest,2,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/gammel-koege-landevej-266-3-d-2650-hvidovre-01672807_266__3___d,Mursten,Ikke oplyst
rugtoften-13a-2880-bagsvaerd-01590694_13a_______,Rugtoften 13A,Bagsværd,N/A,1,Varmepumpe,Ikke oplyst,/adresse/rugtoften-13a-2880-bagsvaerd-01590694_13a_______,103,2880,4355000,Rækkehus,Tegl,4,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/rugtoften-13a-2880-bagsvaerd-01590694_13a_______,Mursten,98.9
